ID,DOB,Age,M_STATUS,SALARY,EDU_DATA,EMP_DATA,REL_ORIEN,FAV_TV,PREF_CAR,GENDER,FAV_CUIS,FAV_MUSIC,ENDU_LEVEL,FAV_SPORT,FAV_COLR,NEWS_SOURCE,DIST_FRM_COAST,MNTLY_TRAVEL,GEN_MOVIES,FAV_SUBJ,ALCOHOL,FAV_SUPERHERO,Dist_Coast,Class
4780,10/15/1985, 32 ,Married,300k-500k,Post-Graduate,Employed,Agnostic,Narcos,Daimler-Benz,Male,Lebanese,Country,12 to 15,Cricket,purple,Associated Press,10-25 KM,1500-2000 KM,Drama,Physics,Rum,wonder woman,1067,y
4781,4/1/1986, 31 ,Married,300k-500k,Graduate,Unemployed,Believer,Prison Break,Ford,Male,Chinese,Heavy Metal,1 to 3,Rugby,Yellow,BBC,10-25 KM,250-500 KM,Historical,Civics,Whiskey,The hulk,247,x
4782,6/30/1981, 36 ,,500k-700k,Uneducated,Self-Employed,Agnostic,Friends,Toyota,Female,French,Rap,6 to 10,cycling,Green,New York Times,0-10 KM,0-250 KM,Romantic,English,Vodka,Ironman,1182,y
4783,6/5/1975, 42 ,Married,300k-500k,Uneducated,Self-Employed,Believer,Narcos,Ford,Male,Mexican,Hip-Hop,15-18,Rugby,Red,Huffington Post,40-60 KM,1000-1500 KM,Horror,Physics,Non Drinkers,spiderman,646,y
4784,2/1/1971, 47 ,Unmarried,300k-500k,High-School,Unemployed,Believer,Friends,Daimler-Benz,Male,Lebanese,Heavy Metal,3 to 5,Basketball,Yellow,BBC,10-25 KM,250-500 KM,Comedy,Art,Beer,The hulk,234,x
4785,3/7/1994, 23 ,Married,500k-700k,Uneducated,Unemployed,Believer,Big Bang Theory,BMW,Male,Mexican,Hip-Hop,12 to 15,Rugby,Orange,Reuters,60-80 KM,250-500 KM,Drama,Physics,Non Drinkers,Batman,379,y
4786,6/6/1995, 22 ,Married,300k-500k,Post-Graduate,Self-Employed,Believer,Narcos,Ford,Male,Mexican,Hip-Hop,15-18,Rugby,Blue,CNN,25-40 KM,500-1000 KM,Romantic,Commerce,Non Drinkers,Ironman,623,x
4787,11/25/1972, 45 ,Divorced,0-100K,Post-Graduate,Self-Employed,Agnostic,sherlock,Ford,Female,French,Rap,6 to 10,Swimming,Green,New York Times,10-25 KM,250-500 KM,Horror,Chemistry,Non Drinkers,spiderman,1117,x
4788,11/17/1971, 46 ,Unmarried,700k-1 Million,Graduate,Self-Employed,Believer,Breaking Bad,Audi,Male,Chinese,Classical,10 to 12,Soccer,Red,Huffington Post,40-60 KM,1000-1500 KM,Historical,Commerce,Beer,The hulk,127,y
4789,4/25/1995, 22 ,Married,300k-500k,High-School,Employed,Atheist,Breaking Bad,Wolkswagen,Male,Thai,Country,12 to 15,Baseball,Red,Reuters,25-40 KM,250-500 KM,Historical,Commerce,Beer,Ironman,697,x
4790,9/1/1993, 24 ,Divorced,500k-700k,High-School,Self-Employed,Agnostic,Narcos,Toyota,Male,Thai,Country,12 to 15,Swimming,Red,Reuters,60-80 KM,1000-1500 KM,Drama,Physics,Gin,Batman,941,x
4791,10/12/1961, 56 ,Unmarried,0-100K,Uneducated,Self-Employed,Believer,Flash,Ford,Male,Thai,Light Metal,6 to 10,Soccer,White,Fox News,25-40 KM,1500-2000 KM,Action,Biology,Rum,wonder woman,961,x
4792,7/23/1985, 32 ,Married,1M-2Million,Uneducated,Self-Employed,Believer,Breaking Bad,Bently,Female,Italian,Hip-Hop,15-18,Basketball,Orange,Reuters,60-80 KM,250-500 KM,Action,Physics,Beer,wonder woman,1428,y
4793,1/4/1978, 40 ,Unmarried,300k-500k,High-School,Unemployed,Believer,Dexter,Daimler-Benz,Female,French,Hip-Hop,15-18,Soccer,Red,CNN,25-40 KM,250-500 KM,Drama,Physics,Vodka,Batman,679,x
4794,1/31/1974, 44 ,Married,300k-500k,High-School,Self-Employed,Believer,Big Bang Theory,Daimler-Benz,Female,French,Rock,18-20,Rugby,Red,Reuters,25-40 KM,250-500 KM,Action,Physics,Non Drinkers,wonder woman,567,x
4795,3/31/1988, 29 ,Divorced,300k-500k,Uneducated,Self-Employed,Agnostic,Prison Break,Daimler-Benz,Female,French,Rap,6 to 10,volleyball,Green,BBC,0-10 KM,0-250 KM,Comedy,Art,Whiskey,The hulk,847,x
4796,9/18/1979, 38 ,Unmarried,0-100K,Graduate,Unemployed,Believer,Narcos,Ford,Male,Thai,Country,12 to 15,Soccer,Orange,Reuters,60-80 KM,250-500 KM,Historical,Commerce,Gin,The hulk,217,y
4797,5/22/1973, 44 ,Unmarried,300k-500k,Uneducated,Employed,Believer,Narcos,Ford,Female,French,Hip-Hop,15-18,Soccer,Red,CNN,25-40 KM,1000-1500 KM,Horror,Economics,Rum,spiderman,489,x
4798,6/21/1995, 22 ,Divorced,500k-700k,Post-Graduate,Unemployed,Agnostic,Friends,Toyota,Female,Mediterranean,Rap,6 to 10,Swimming,White,Fox News,10-25 KM,0-250 KM,Romantic,English,Vodka,Ironman,1007,x
4799,3/18/1985, 32 ,Unmarried,300k-500k,Graduate,Employed,Agnostic,Game of Thrones,Daimler-Benz,Male,Italian,Hip-Hop,15-18,volleyball,Orange,Reuters,60-80 KM,0-250 KM,Thriller,Maths,Vodka,Thor,294,y
4800,4/13/1977, 40 ,Married,500k-700k,Post-Graduate,Unemployed,Believer,Prison Break,BMW,Male,Mexican,Rap,6 to 10,Basketball,Green,New York Times,10-25 KM,250-500 KM,Drama,Chemistry,Whiskey,Batman,1090,x
4801,11/27/1971, 46 ,Married,100k-300k,Graduate,Unemployed,Agnostic,Friends,Suzuki,Male,Thai,Heavy Metal,6 to 10,Cricket,White,MSN,10-25 KM,0-250 KM,Romantic,English,Beer,Ironman,1449,y
4802,3/23/1967, 50 ,Unmarried,300k-500k,Post-Graduate,Unemployed,Believer,Prison Break,Ford,Female,Italian,Rap,6 to 10,Basketball,Pink,BBC,0-10 KM,0-250 KM,Historical,Art,Whiskey,The hulk,368,y
4803,8/18/1985, 32 ,Married,100k-300k,High-School,Self-Employed,Believer,Friends,Suzuki,Female,Indian,Rap,6 to 10,Basketball,Yellow,BBC,0-10 KM,0-250 KM,Thriller,Biology,Beer,Thor,1343,y
4804,10/30/1988, 29 ,Married,300k-500k,Post-Graduate,Self-Employed,Agnostic,Dexter,Audi,Male,Lebanese,Classical,12 to 15,Cricket,Blue,CNN,25-40 KM,0-250 KM,Horror,Economics,Vodka,superman,798,y
4805,2/13/1993, 25 ,Married,300k-500k,Post-Graduate,Employed,Believer,Breaking Bad,Daimler-Benz,Male,Lebanese,Classical,12 to 15,Basketball,Red,Reuters,25-40 KM,250-500 KM,Horror,Economics,wine,spiderman,99,x
4806,11/10/1984, 33 ,Married,0-100K,High-School,Employed,Believer,Friends,GM,Male,Lebanese,Heavy Metal,3 to 5,Rugby,Black,New York Times,10-25 KM,250-500 KM,Horror,Chemistry,Beer,spiderman,137,x
4807,11/20/1976, 41 ,Married,300k-500k,Post-Graduate,Self-Employed,Atheist,Flash,Toyota,Male,Chinese,Heavy Metal,1 to 3,Rugby,White,MSN,0-10 KM,0-250 KM,Romantic,English,Rum,Ironman,607,y
4808,11/10/1977, 40 ,Unmarried,300k-500k,Graduate,Self-Employed,Believer,Dexter,Audi,Female,French,Rock,18-20,Soccer,Blue,CNN,25-40 KM,1000-1500 KM,Horror,Economics,Beer,superman,1378,y
4809,7/21/1964, 53 ,Unmarried,300k-500k,Uneducated,Self-Employed,Believer,Friends,Daimler-Benz,Male,Mexican,Rap,6 to 10,Basketball,White,MSN,0-10 KM,0-250 KM,Comedy,Art,Vodka,The hulk,958,x
4810,6/18/1969, 48 ,Unmarried,500k-700k,Post-Graduate,Unemployed,Agnostic,Big Bang Theory,BMW,Female,Mediterranean,Rock,20+,volleyball,Red,CNN,25-40 KM,250-500 KM,Drama,Physics,Non Drinkers,Batman,472,y
4811,3/17/1985, 32 ,Unmarried,300k-500k,Graduate,Employed,Believer,Breaking Bad,Audi,Female,French,Hip-Hop,15-18,Basketball,Blue,CNN,25-40 KM,1000-1500 KM,Comedy,Maths,Beer,Thor,865,x
4812,12/9/1968, 49 ,Unmarried,1M-2Million,High-School,Unemployed,Agnostic,Friends,Daimler -Benz,Female,French,Rap,6 to 10,cycling,Black,Fox News,10-25 KM,0-250 KM,Comedy,Art,Beer,Thor,845,x
4813,10/1/1979, 38 ,Unmarried,500k-700k,Graduate,Employed,Believer,Friends,BMW,Male,Chinese,Heavy Metal,3 to 5,Soccer,Yellow,BBC,10-25 KM,0-250 KM,Comedy,Art,Vodka,The hulk,1389,y
4814,12/22/1969, 48 ,Unmarried,500k-700k,Post-Graduate,Unemployed,Believer,Prison Break,Toyota,Male,Thai,Light Metal,6 to 10,Basketball,Green,New York Times,0-10 KM,0-250 KM,Action,Biology,Whiskey,wonder woman,1248,y
4815,4/27/1986, 31 ,Married,100k-300k,Uneducated,Employed,Atheist,Flash,Suzuki,Male,Lebanese,Heavy Metal,3 to 5,Baseball,Yellow,BBC,10-25 KM,250-500 KM,Comedy,Art,Rum,The hulk,213,y
4816,2/9/1989, 29 ,Married,300k-500k,Graduate,Employed,Atheist,Flash,Wolkswagen,Female,French,Rap,6 to 10,Rugby,White,Fox News,10-25 KM,0-250 KM,Horror,Chemistry,Rum,spiderman,1437,y
4817,12/25/1993, 24 ,Unmarried,300k-500k,High-School,Employed,Believer,Friends,Wolkswagen,Male,Chinese,Heavy Metal,1 to 3,Soccer,Green,New York Times,10-25 KM,0-250 KM,Horror,Chemistry,wine,spiderman,1091,y
4818,1/21/1975, 43 ,Married,100k-300k,Uneducated,Employed,Atheist,How I Met your mother,Honda,Male,Chinese,Heavy Metal,1 to 3,Baseball,White,Fox News,10-25 KM,0-250 KM,Romantic,English,Non Drinkers,Ironman,1173,y
4819,8/16/1992, 25 ,Married,100k-300k,Post-Graduate,Unemployed,Atheist,Narcos,Suzuki,Male,Italian,Hip-Hop,15-18,Baseball,Red,Reuters,25-40 KM,500-1000 KM,Thriller,Maths,Rum,Thor,1226,y
4820,8/22/1995, 22 ,Unmarried,300k-500k,Post-Graduate,Unemployed,Agnostic,Friends,Audi,Male,Chinese,Heavy Metal,1 to 3,volleyball,White,MSN,10-25 KM,0-250 KM,Comedy,Art,Vodka,Thor,1324,x
4821,5/24/1991, 26 ,Unmarried,500k-700k,Uneducated,Unemployed,Agnostic,Breaking Bad,Toyota,Female,Italian,Hip-Hop,15-18,volleyball,Red,Reuters,60-80 KM,500-1000 KM,Historical,History,Beer,The hulk,1318,y
4822,4/26/1977, 40 ,Unmarried,300k-500k,Uneducated,Unemployed,Agnostic,Game of Thrones,Wolkswagen,Male,Lebanese,Classical,12 to 15,cycling,Red,Huffington Post,40-60 KM,1000-1500 KM,Horror,Physics,Whiskey,spiderman,687,x
4823,8/22/1966, 51 ,Divorced,500k-700k,Uneducated,Employed,Agnostic,Flash,BMW,Female,Indian,Rap,6 to 10,Swimming,Black,Fox News,10-25 KM,250-500 KM,Comedy,Art,wine,The hulk,1274,x
4824,1/14/1967, 51 ,Unmarried,700k-1 Million,High-School,Unemployed,Agnostic,Breaking Bad,Jaguar,Male,Chinese,Classical,10 to 12,cycling,Red,Huffington Post,40-60 KM,500-1000 KM,Drama,Physics,Rum,Batman,47,y
4825,1/9/1993, 25 ,Married,700k-1 Million,High-School,Unemployed,Atheist,Friends,Audi,Female,French,Rap,6 to 10,Rugby,Yellow,BBC,0-10 KM,0-250 KM,Comedy,Art,Beer,Thor,1411,x
4826,2/13/1972, 46 ,Unmarried,500k-700k,High-School,Employed,Believer,Big Bang Theory,Toyota,Male,Thai,Country,12 to 15,Basketball,Red,Reuters,25-40 KM,250-500 KM,Drama,Physics,Non Drinkers,wonder woman,221,y
4827,11/2/1963, 54 ,Unmarried,0-100K,Graduate,Self-Employed,Believer,Friends,Ford,Male,Mexican,Light Metal,6 to 10,Soccer,Green,New York Times,60-80 KM,2000+ KM,Drama,Chemistry,Vodka,Batman,1066,x
4828,8/6/1978, 39 ,Married,100k-300k,Uneducated,Self-Employed,Agnostic,Friends,Ford,Male,Chinese,Heavy Metal,3 to 5,Cricket,Yellow,BBC,0-10 KM,0-250 KM,Horror,Chemistry,wine,superman,1362,y
4829,9/10/1994, 23 ,Married,500k-700k,Uneducated,Unemployed,Atheist,Big Bang Theory,Toyota,Female,Mediterranean,Rock,20+,Rugby,Red,Huffington Post,40-60 KM,1000-1500 KM,Drama,Physics,Non Drinkers,Batman,1176,y
4830,2/19/1993, 25 ,Unmarried,500k-700k,Uneducated,Employed,Believer,Dexter,BMW,Female,French,Hip-Hop,15-18,Basketball,Red,Reuters,25-40 KM,0-250 KM,Action,Physics,Beer,wonder woman,1225,x
4831,11/2/1971, 46 ,Unmarried,0-100K,Uneducated,Employed,Believer,Breaking Bad,GM,Male,Thai,Country,12 to 15,Basketball,Blue,CNN,25-40 KM,250-500 KM,Thriller,Maths,Beer,Thor,734,x
4832,8/11/1968, 49 ,Married,300k-500k,Uneducated,Unemployed,Agnostic,Prison Break,Daimler-Benz,Male,Thai,Heavy Metal,6 to 10,Cricket,Yellow,BBC,40-60 KM,2000+ KM,Comedy,Art,Whiskey,The hulk,1023,x
4833,3/22/1987, 30 ,Married,100k-300k,Post-Graduate,Unemployed,Agnostic,Flash,Suzuki,Female,Mediterranean,Rap,6 to 10,Cricket,White,Fox News,10-25 KM,250-500 KM,Drama,Biology,Rum,Batman,1074,y
4834,7/1/1987, 30 ,Married,100k-300k,High-School,Unemployed,Believer,Friends,Ford,Female,French,Rap,6 to 10,Basketball,Black,Fox News,10-25 KM,250-500 KM,Historical,Civics,Vodka,The hulk,337,y
4835,6/4/1969, 48 ,Married,700k-1 Million,Graduate,Self-Employed,Agnostic,Friends,Audi,Male,Thai,Heavy Metal,6 to 10,Baseball,White,MSN,0-10 KM,0-250 KM,Comedy,Art,Vodka,The hulk,1017,y
4836,11/13/1961, 56 ,Married,500k-700k,High-School,Unemployed,Believer,Flash,BMW,Male,Thai,Light Metal,6 to 10,Basketball,Green,New York Times,10-25 KM,250-500 KM,Thriller,Art,Rum,Thor,902,y
4837,1/11/1974, 44 ,Married,0-100K,High-School,Unemployed,Agnostic,Breaking Bad,Ford,Male,Lebanese,Classical,12 to 15,Cricket,purple,Associated Press,10-25 KM,2000+ KM,Historical,Commerce,Beer,Ironman,242,y
4838,9/23/1980, 37 ,Married,0-100K,High-School,Self-Employed,Atheist,sherlock,Ford,Female,Indian,Rap,6 to 10,Baseball,Green,BBC,0-10 KM,0-250 KM,Horror,Chemistry,Non Drinkers,superman,391,x
4839,7/28/1994, 23 ,Unmarried,100k-300k,Graduate,Self-Employed,Believer,Narcos,Ford,Male,Mexican,Hip-Hop,15-18,Soccer,Red,Huffington Post,40-60 KM,500-1000 KM,Comedy,History,Gin,Thor,514,y
4840,9/7/1995, 22 ,Married,500k-700k,Post-Graduate,Self-Employed,Atheist,Game of Thrones,Toyota,Male,Thai,Country,12 to 15,Baseball,purple,Associated Press,0-10 KM,1500-2000 KM,Horror,Economics,Vodka,spiderman,1096,x
4841,4/2/1960, 57 ,Married,300k-500k,Uneducated,Unemployed,Believer,Narcos,Daimler-Benz,Female,French,Rock,15-18,Basketball,Blue,Huffington Post,40-60 KM,1000-1500 KM,Comedy,History,Rum,The hulk,985,x
4842,1/12/1961, 57 ,Married,300k-500k,Post-Graduate,Unemployed,Believer,sherlock,Daimler-Benz,Male,Thai,Light Metal,6 to 10,Rugby,White,Fox News,60-80 KM,2000+ KM,Drama,Chemistry,Non Drinkers,Batman,168,x
4843,1/17/1972, 46 ,Unmarried,300k-500k,Post-Graduate,Self-Employed,Believer,How I Met your mother,Daimler-Benz,Female,Italian,Rap,6 to 10,Soccer,White,MSN,10-25 KM,0-250 KM,Horror,Chemistry,Non Drinkers,spiderman,1371,y
4844,10/25/1967, 50 ,Unmarried,300k-500k,High-School,Self-Employed,Agnostic,sherlock,Daimler-Benz,Male,Chinese,Heavy Metal,1 to 3,cycling,Black,New York Times,10-25 KM,250-500 KM,Historical,Civics,Non Drinkers,Ironman,1033,y
4845,1/15/1972, 46 ,Unmarried,500k-700k,Uneducated,Unemployed,Believer,Prison Break,BMW,Male,Chinese,Heavy Metal,3 to 5,Basketball,White,Fox News,10-25 KM,250-500 KM,Comedy,Art,Vodka,Thor,269,y
4846,3/2/1991, 26 ,Married,100k-300k,Uneducated,Employed,Believer,Flash,Nissan,Male,Italian,Rap,6 to 10,Rugby,Green,New York Times,0-10 KM,0-250 KM,Drama,Chemistry,Rum,Batman,202,y
4847,11/7/1977, 40 ,Divorced,100k-300k,Post-Graduate,Self-Employed,Agnostic,Prison Break,Suzuki,Female,Indian,Rap,6 to 10,Swimming,Green,New York Times,10-25 KM,250-500 KM,Thriller,Biology,Whiskey,Thor,1454,y
4848,7/4/1964, 53 ,Married,300k-500k,Uneducated,Unemployed,Believer,Friends,Toyota,Female,French,Rap,6 to 10,Rugby,Green,New York Times,10-25 KM,0-250 KM,Thriller,Biology,Beer,Thor,623,y
4849,2/11/1983, 35 ,Married,0-100K,Post-Graduate,Employed,Agnostic,Breaking Bad,Ford,Male,Lebanese,Country,12 to 15,Cricket,Red,CNN,25-40 KM,0-250 KM,Action,Physics,Beer,wonder woman,164,y
4850,2/12/1981, 37 ,Unmarried,300k-500k,Graduate,Self-Employed,Believer,Narcos,Daimler-Benz,Female,French,Hip-Hop,15-18,Soccer,Blue,Huffington Post,40-60 KM,0-250 KM,Comedy,History,Rum,The hulk,1423,x
4851,2/16/1977, 41 ,Married,500k-700k,High-School,Unemployed,Agnostic,How I Met your mother,BMW,Female,Italian,Rap,6 to 10,Cricket,White,Fox News,10-25 KM,0-250 KM,Horror,Chemistry,Non Drinkers,spiderman,1480,x
4852,5/22/1981, 36 ,Unmarried,500k-700k,Uneducated,Unemployed,Believer,Breaking Bad,Toyota,Male,Mexican,Hip-Hop,15-18,Soccer,Red,Huffington Post,40-60 KM,250-500 KM,Comedy,History,Beer,The hulk,143,y
4853,11/22/1970, 47 ,Married,300k-500k,Uneducated,Employed,Believer,Friends,Audi,Female,French,Rap,6 to 10,Basketball,Black,Fox News,10-25 KM,0-250 KM,Thriller,Biology,Vodka,Thor,45,x
4854,10/27/1981, 36 ,Married,100k-300k,Post-Graduate,Employed,Believer,Breaking Bad,Nissan,Male,Mexican,Hip-Hop,15-18,Basketball,Blue,CNN,25-40 KM,500-1000 KM,Drama,Physics,wine,Batman,944,y
4855,4/13/1994, 23 ,Unmarried,700k-1 Million,High-School,Self-Employed,Believer,Friends,Audi,Male,Thai,Heavy Metal,6 to 10,Soccer,White,MSN,0-10 KM,0-250 KM,Drama,Chemistry,Vodka,Batman,1102,x
4856,6/7/1962, 55 ,Unmarried,300k-500k,Graduate,Unemployed,Believer,Prison Break,Daimler-Benz,Female,Korean,Rap,6 to 10,Basketball,White,Fox News,10-25 KM,250-500 KM,Comedy,Art,Whiskey,The hulk,919,y
4857,8/27/1986, 31 ,Married,100k-300k,Uneducated,Employed,Atheist,Breaking Bad,Suzuki,Male,Thai,Country,12 to 15,Rugby,Blue,CNN,25-40 KM,250-500 KM,Drama,Physics,wine,Batman,797,y
4858,9/5/1982, 35 ,Married,700k-1 Million,Post-Graduate,Unemployed,Atheist,Friends,Audi,Female,Mediterranean,Rap,6 to 10,Baseball,Pink,BBC,40-60 KM,2000+ KM,Horror,Chemistry,wine,spiderman,225,x
4859,7/30/1989, 28 ,Unmarried,700k-1 Million,Uneducated,Unemployed,Believer,Breaking Bad,Audi,Male,Thai,Country,12 to 15,Basketball,Red,Huffington Post,40-60 KM,250-500 KM,Action,Physics,Beer,wonder woman,1098,y
4860,11/3/1962, 55 ,Unmarried,0-100K,Uneducated,Employed,Believer,Friends,GM,Female,Indian,Rap,6 to 10,Basketball,White,Fox News,10-25 KM,0-250 KM,Comedy,Art,Beer,The hulk,74,x
4861,8/14/1985, 32 ,Married,0-100K,High-School,Self-Employed,Atheist,Big Bang Theory,Ford,Male,Mexican,Hip-Hop,12 to 15,Baseball,Red,CNN,25-40 KM,250-500 KM,Historical,History,Non Drinkers,The hulk,536,y
4862,8/26/1981, 36 ,Married,1M-2Million,High-School,Unemployed,Agnostic,Breaking Bad,Bently,Male,Mexican,Hip-Hop,15-18,Cricket,Blue,Huffington Post,40-60 KM,0-250 KM,Action,Physics,Beer,wonder woman,584,x
4863,6/9/1975, 42 ,Unmarried,100k-300k,High-School,Self-Employed,Believer,Flash,Honda,Male,Thai,Heavy Metal,6 to 10,Soccer,White,MSN,10-25 KM,250-500 KM,Historical,Civics,wine,The hulk,996,x
4864,7/10/1990, 27 ,Married,300k-500k,High-School,Employed,Believer,Friends,Daimler-Benz,Male,Chinese,Heavy Metal,1 to 3,Basketball,Green,New York Times,0-10 KM,0-250 KM,Action,Biology,Beer,wonder woman,1118,y
4865,4/29/1963, 54 ,Married,300k-500k,Graduate,Self-Employed,Agnostic,How I Met your mother,Ford,Male,Thai,Heavy Metal,6 to 10,Swimming,White,MSN,40-60 KM,2000+ KM,Thriller,Biology,Non Drinkers,Thor,1197,y
4866,8/29/1994, 23 ,Married,300k-500k,Graduate,Employed,Atheist,Narcos,Audi,Female,Indian,Rock,18-20,Baseball,Red,Reuters,25-40 KM,1000-1500 KM,Comedy,History,Rum,The hulk,553,y
4867,7/20/1990, 27 ,Unmarried,500k-700k,Graduate,Unemployed,Agnostic,Breaking Bad,BMW,Female,French,Rock,18-20,volleyball,Red,CNN,25-40 KM,0-250 KM,Historical,Commerce,Beer,Ironman,1290,x
4868,6/27/1975, 42 ,Married,0-100K,High-School,Self-Employed,Believer,Prison Break,GM,Female,Indian,Rap,6 to 10,Basketball,Green,New York Times,0-10 KM,0-250 KM,Drama,Chemistry,Whiskey,Batman,1196,x
4869,7/19/1961, 56 ,Married,500k-700k,Post-Graduate,Unemployed,Atheist,Game of Thrones,Daimler-Benz,Female,Italian,Hip-Hop,15-18,Rugby,Red,Huffington Post,40-60 KM,250-500 KM,Comedy,History,Vodka,Thor,606,y
4870,8/25/1994, 23 ,Married,100k-300k,Post-Graduate,Self-Employed,Atheist,Game of Thrones,Suzuki,Male,Chinese,Classical,10 to 12,Baseball,Red,Reuters,25-40 KM,1000-1500 KM,Historical,Commerce,Vodka,The hulk,277,x
4871,2/12/1985, 33 ,Married,300k-500k,Uneducated,Unemployed,Atheist,Friends,Audi,Male,Lebanese,Heavy Metal,3 to 5,Rugby,Black,New York Times,10-25 KM,0-250 KM,Horror,Chemistry,Beer,superman,820,x
4872,2/11/1969, 49 ,Divorced,0-100K,Graduate,Unemployed,Agnostic,Dexter,Ford,Female,Indian,Rock,18-20,Swimming,Red,CNN,25-40 KM,250-500 KM,Horror,Economics,Vodka,spiderman,1193,y
4873,9/25/1964, 53 ,Married,500k-700k,Post-Graduate,Self-Employed,Atheist,Friends,Daimler-Benz,Female,Mediterranean,Rap,6 to 10,Baseball,Green,New York Times,0-10 KM,0-250 KM,Horror,Chemistry,Beer,spiderman,939,x
4874,12/15/1970, 47 ,Unmarried,100k-300k,Graduate,Self-Employed,Believer,Game of Thrones,Suzuki,Female,Mediterranean,Rock,20+,Basketball,Red,CNN,25-40 KM,500-1000 KM,Horror,Economics,Vodka,superman,829,y
4875,3/23/1968, 49 ,Unmarried,0-100K,Uneducated,Employed,Agnostic,Big Bang Theory,GM,Female,French,Hip-Hop,15-18,volleyball,Red,CNN,25-40 KM,500-1000 KM,Drama,Physics,Non Drinkers,Batman,314,x
4876,12/26/1995, 22 ,Married,100k-300k,Graduate,Unemployed,Atheist,Friends,Nissan,Male,Mexican,Rap,6 to 10,Baseball,Green,New York Times,0-10 KM,0-250 KM,Historical,Civics,Beer,Ironman,1160,x
4877,1/13/1982, 36 ,Divorced,0-100K,Graduate,Employed,Agnostic,Friends,GM,Female,French,Rap,6 to 10,Swimming,White,Fox News,40-60 KM,2000+ KM,Horror,Chemistry,Beer,spiderman,261,y
4878,12/27/1968, 49 ,Married,100k-300k,Uneducated,Unemployed,Believer,Prison Break,Suzuki,Male,Mexican,Rap,6 to 10,Basketball,White,Fox News,10-25 KM,0-250 KM,Romantic,English,Whiskey,Ironman,1335,y
4879,3/20/1986, 31 ,Married,500k-700k,Uneducated,Self-Employed,Believer,Breaking Bad,BMW,Male,Lebanese,Country,12 to 15,Rugby,purple,Associated Press,0-10 KM,1500-2000 KM,Horror,Economics,Beer,spiderman,1267,y
4880,11/13/1967, 50 ,Unmarried,300k-500k,Post-Graduate,Unemployed,Believer,Narcos,Audi,Male,Mexican,Hip-Hop,15-18,Soccer,Blue,CNN,25-40 KM,0-250 KM,Action,Physics,Rum,wonder woman,916,x
4881,1/8/1986, 32 ,Divorced,300k-500k,High-School,Employed,Agnostic,Narcos,Ford,Male,Thai,Country,12 to 15,Swimming,Blue,CNN,25-40 KM,250-500 KM,Romantic,Commerce,Rum,Ironman,771,x
4882,8/6/1968, 49 ,Married,300k-500k,Uneducated,Self-Employed,Believer,Game of Thrones,Daimler-Benz,Male,Lebanese,Classical,12 to 15,Rugby,Blue,Huffington Post,40-60 KM,0-250 KM,Romantic,Commerce,Vodka,Ironman,667,x
4883,7/17/1970, 47 ,Married,100k-300k,High-School,Unemployed,Believer,Narcos,Suzuki,Female,Indian,Rock,18-20,Rugby,Red,Huffington Post,40-60 KM,500-1000 KM,Action,Maths,Gin,Thor,926,x
4884,7/27/1994, 23 ,Unmarried,1M-2Million,Graduate,Self-Employed,Agnostic,How I Met your mother,Rolls Royce,Female,French,Rap,6 to 10,cycling,Green,New York Times,25-40 KM,1500-2000 KM,Horror,Chemistry,Non Drinkers,superman,256,x
4885,12/29/1976, 41 ,Unmarried,700k-1 Million,Graduate,Self-Employed,Agnostic,Flash,Daimler -Benz,Male,Thai,Heavy Metal,6 to 10,volleyball,White,MSN,10-25 KM,0-250 KM,Comedy,Art,wine,The hulk,400,y
4886,10/3/1979, 38 ,Unmarried,300k-500k,Graduate,Self-Employed,Agnostic,Friends,Audi,Female,Mediterranean,Rap,6 to 10,volleyball,Green,New York Times,0-10 KM,0-250 KM,Action,Biology,Vodka,wonder woman,312,y
4887,2/19/1975, 43 ,Unmarried,0-100K,High-School,Employed,Believer,Friends,Ford,Male,Chinese,Heavy Metal,1 to 3,Soccer,Green,New York Times,10-25 KM,0-250 KM,Action,Biology,Vodka,wonder woman,307,y
4888,12/11/1973, 44 ,Unmarried,300k-500k,Post-Graduate,Self-Employed,Believer,Dexter,Daimler-Benz,Male,Chinese,Classical,10 to 12,Soccer,Red,CNN,25-40 KM,250-500 KM,Comedy,Maths,Vodka,Thor,502,y
4889,8/30/1968, 49 ,Unmarried,300k-500k,Post-Graduate,Employed,Agnostic,Prison Break,Audi,Male,Italian,Rap,6 to 10,volleyball,White,MSN,10-25 KM,0-250 KM,Thriller,Biology,Whiskey,Thor,786,x
4890,3/2/1983, 34 ,Married,0-100K,Uneducated,Unemployed,Believer,Prison Break,GM,Male,Lebanese,Heavy Metal,3 to 5,Basketball,Yellow,BBC,40-60 KM,2000+ KM,Drama,Chemistry,Whiskey,Batman,924,y
4891,8/9/1979, 38 ,Married,100k-300k,Uneducated,Self-Employed,Believer,Friends,Ford,Female,French,Rap,6 to 10,Basketball,Yellow,BBC,0-10 KM,0-250 KM,Thriller,Biology,Vodka,Thor,114,y
4892,11/22/1977, 40 ,Married,300k-500k,Graduate,Self-Employed,Believer,Breaking Bad,Audi,Female,French,Rock,18-20,Basketball,Orange,Reuters,60-80 KM,250-500 KM,Drama,Physics,Beer,Batman,1153,y
4893,3/18/1978, 39 ,Married,300k-500k,Graduate,Unemployed,Agnostic,Big Bang Theory,Ford,Male,Thai,Country,12 to 15,Baseball,purple,Associated Press,10-25 KM,2000+ KM,Drama,Physics,Non Drinkers,Batman,259,x
